  11  12    -0.35132 0.001 0
  23  32     0.04713 0.001 0
  31  32     0.11816 0.001 0
  29  31    -0.08639 0.001 0
  23  24     0.10796 0.001 0
  15  17    -0.24414 0.001 0
  26  30    -0.11681 0.001 0
  16  17    -0.03700 0.001 0
  30  38     0.18084 0.001 0
   8  30     0.27768 0.001 0
   8   9    -0.89734 0.001 0
   9  10    -0.24429 0.001 0
   8   5     1.24723 0.001 0
   3   5    -0.14491 0.001 0
   1   3    -0.17064 0.001 0
   1   2    -0.13040 0.001 0
   5   6     0.04108 0.001 0
  22  23    -0.06492 0.001 0
  21  22    -0.01839 0.001 0
  20  21     0.04972 0.001 0
  18  19     0.14022 0.001 0
  13  15    -0.03836 0.001 0
  12  14     0.02631 0.001 0
  15  33    -0.04883 0.001 0
  49  50     0.13427 0.001 0
  39  40    -0.07934 0.001 0
  37  40    -0.02929 0.001 0
  35  36     0.06248 0.001 0
  34  43     0.01922 0.001 0
  43  44    -0.01033 0.001 0
  45  46    -0.03375 0.001 0
  46  47    -0.01224 0.001 0
  46  48    -0.05831 0.001 0
  71  72    -0.00938 0.001 0
  24  72     0.03306 0.001 0
  24  70    -0.02974 0.001 0
  71  73    -0.10738 0.001 0
  70  74     0.12895 0.001 0
  70  75     0.09943 0.001 0
  75 118     0.23597 0.001 0
  76 118    -0.09702 0.001 0
  75  77    -0.09539 0.001 0
  76  77    -0.21029 0.001 0
  38  65    -0.57010 0.001 0
  40  42    -0.06468 0.001 0
  56  57    -0.09103 0.001 0
  56  58    -0.03692 0.001 0
  51  58     0.03158 0.001 0
  49  51     0.20442 0.001 0
  51  52     0.06246 0.001 0
  52  53     0.01994 0.001 0
  49  54     0.24413 0.001 0
  49  66     0.08627 0.001 0
  68  69     1.12812 0.001 0
  68 116    -0.66359 0.001 0
  77  82     0.17334 0.001 0
  77  78     0.06613 0.001 0
  77  80    -0.58426 0.001 0
  82  96    -0.06885 0.001 0
  94  96    -0.09448 0.001 0
  95  96    -0.21361 0.001 0
  82  83     0.24507 0.001 0
  83  85     0.12071 0.001 0
  83  84     0.14732 0.001 0
  86  87    -0.15091 0.001 0
  85  86    -0.07354 0.001 0
  96  97    -0.19961 0.001 0
  85  88     0.07580 0.001 0
  88  89    -0.02482 0.001 0
  85  89     0.00659 0.001 0
  89  92    -0.12859 0.001 0
  66  67     0.19272 0.001 0
  62  66    -0.17264 0.001 0
  62  67    -0.14413 0.001 0
  99 100    -0.04570 0.001 0
  68  81    -0.04604 0.001 0
  80  98     0.08337 0.001 0
  80  99     0.08187 0.001 0
  54  55     0.01456 0.001 0
  54  59    -0.07510 0.001 0
  63  59     0.67485 0.001 0
  59  60     0.03572 0.001 0
  59  61     0.05030 0.001 0
  64  61     0.13990 0.001 0
  89  90    -0.09970 0.001 0
  90  91     0.04464 0.001 0
  91  92    -0.08428 0.001 0
  93  94    -0.18529 0.001 0
  92  93    -0.10714 0.001 0
 100 106     0.09172 0.001 0
 100 104     0.10622 0.001 0
 103 110     0.03230 0.001 0
 105 108    -0.10608 0.001 0
 108 109    -0.10391 0.001 0
 106 107    -0.03398 0.001 0
 104 105     0.00064 0.001 0
 105 106     0.04547 0.001 0
 100 103    -0.04301 0.001 0
 100 101     0.22039 0.001 0
 109 110    -0.12858 0.001 0
   0


